SC_CODE	SC_NAME	SC_GROUP	SC_TYPE	OPEN	HIGH	LOW	CLOSE	LAST	PREVCLOSE	NO_TRADES	NO_OF_SHRS	NET_TURNOV	TDCLOINDI
505036	AUTO COR.GOA	B 	Q	199.9	200	198.9	199	199	197	13	563	112134	
505052	CLUTCH.AUTO 	B 	Q	15.15	15.7	14.85	15.6	15.5	15.28	53	10095	155474	
505075	SETCO AUTO  	B 	Q	75.65	77.5	75.65	77.5	77.5	78.7	19	1054	80863	
505141	SCOOTERS IND	B 	Q	16.3	17.05	16.3	17.05	17.05	16.25	2	174	2891	
505163	ZF STEERING 	B 	Q	255.25	260.15	255.25	260	260	255.1	22	865	224539	
505192	SMLISUZU    	B 	Q	295	295	290	292.6	292.6	291	225	1119	326481	
505196	TIL LTD.    	B 	Q	144.35	148.45	144.2	146.4	146.4	145.25	98	1202	176277	
505200	EICHER MOTOR	A 	Q	4995	5019.8	4975.3	4994.25	4994.25	4976.75	252	922	4605238	
505216	ALFRED HERB 	B 	Q	201.05	201.05	201.05	201.05	201.05	207.95	1	34	6835	
505230	CIMMCO      	T 	Q	20.25	20.25	20.25	20.25	20.25	20	6	10182	206185	
505232	VELJAN      	T 	Q	261.95	261.95	261.95	261.95	261.95	249.9	1	30	7858	
505242	DYNAMAT.TECH	B 	Q	565.5	588	565.5	588	588	560	6	130	75327	
505250	G.G.DANDEKAR	B 	Q	54	54	52.5	52.5	52.5	54	2	46	2469	
505255	GMM PFAUDLER	B 	Q	81	82.9	81	81.25	81.25	82	11	2513	204471	
505283	KIRLOSAR PN 	B 	Q	383	390	373.8	375.6	373.8	382.45	146	1198	451488	
505299	KULK-POWER  	B 	Q	38.2	38.2	34.65	35	35	36.45	12	751	27743	
505324	MANUGRAPH IN	B 	Q	25.25	25.25	25	25.15	25.15	25.25	6	706	17770	
505355	NESCO LTD   	B 	Q	780	789.9	780	781.55	789.9	782.8	74	488	381394	
505358	INTEGRA ENG 	B 	Q	9.88	9.88	9.88	9.88	9.88	10.39	14	8245	81460	
505368	REVATHI EQU.	B 	Q	193	198.7	193	198.7	198.7	199.4	15	673	132729	
505400	TEXINFRA    	B 	Q	26.45	26.7	26.1	26.5	26.6	26.5	130	13214	349862	
505412	WENDT(INDIA)	B 	Q	1210	1226.05	1210	1219	1219	1210	9	64	77977	
505502	PARAG SHILPA	B 	Q	268.7	268.7	268.7	268.7	268.7	263.45	1	9	2418	
505509	RESPON IND  	B 	Q	95.55	95.55	95.05	95.3	95.35	94.85	315	20013	1906488	
505513	SHRSHA TEX  	T 	Q	59.1	59.3	58.45	58.75	58.75	59.1	185	281813	16589866	
505523	MAHA CORP   	B 	Q	6.64	6.64	6.35	6.6	6.6	6.33	5	1724	11380	
505525	PARICHAY INV	B 	Q	18.75	19	18.7	18.9	18.9	18	42	6462	120913	
505526	DOLAT INV.  	T 	Q	1.6	1.61	1.6	1.61	1.61	1.68	5	2155	3463	
505530	PRISM INFO  	B 	Q	12.1	12.1	12	12	12	12.1	123	25054	301600	
505533	WESTLIFE DEV	T 	Q	379	379	370.05	370.05	370.05	372	24	130	48597	
505537	ZEE ENTER   	A 	Q	276.5	280.7	276	276.8	276.8	276.55	736	29345	8166679	
505576	GOLDCORP    	B 	Q	21.85	21.85	21.85	21.85	21.85	20.85	1	435	9504	
505665	ANTIF BEARNG	B 	Q	61.1	62.5	61.1	62	62	62	10	777	48062	
505688	BHARAT GEARS	B 	Q	51	51	49	49	49	49.5	9	1863	93172	
505693	DRILLCO MET.	T 	Q	32.3	32.3	32.3	32.3	32.3	33.95	2	100	3230	
505700	ELECON ENG  	B 	Q	32.7	33.95	32.4	33.45	33.45	32.35	1114	101029	3370036	
505710	GRAUER& WEIL	B 	Q	5.92	6.2	5.85	6.17	6.15	5.77	303	116331	706575	
505712	GUJ.AUTO GE 	B 	Q	820	829	818	821	821	818	183	4334	3560806	
505714	GABRIEL(I)  	B 	Q	25	25.15	24.35	24.7	24.7	24.95	215	23044	571845	
505720	HERC.HOISTS 	B 	Q	122.9	125.35	122.1	122.55	122.55	121.75	764	24769	3056873	
505726	IFB IND.LTD.	B 	Q	79.8	79.9	77.75	78.7	78.05	77.65	163	4364	344186	
505729	SINGER INDIA	B 	Q	99	100.9	99	99.65	99.5	99.25	131	2229	222613	
505737	INTER.COMBUS	B 	Q	130	136.8	130	131.5	131.5	135.2	13	448	59431	
505744	FED MOG GOE 	B 	Q	199.4	199.9	199	199.9	199.9	195.2	37	399	79513	
505750	JOSTS ENG.  	B 	Q	309	309	309	309	309	309	1	100	30900	
505790	FAG BEARINGS	B 	Q	1630	1648	1599	1608.3	1599	1613.95	48	80	129522	
505800	RANE HOLDIN 	B 	Q	159.9	170	159.9	162.6	162	159	303	6483	1058817	
505827	SNL BEARINGS	B 	Q	17	17	17	17	17	17.2	1	100	1700	
505854	TRF LTD.    	B 	Q	142	146.5	141	143.35	143.35	142.1	3230	103734	14937621	
505872	WPIL LTD.   	B 	Q	220.05	239.95	220.05	225.6	225.6	233.95	106	880	199444	
505890	KENNAMETAL  	B 	Q	557.5	573.95	557	572.75	572.75	557.45	168	1425	810592	
505978	TRITON VALVE	B 	Q	326.55	343.95	326.55	343.95	343.95	330	15	228	77616	
505982	HINDUJA FOUN	B 	Q	34.35	37.95	34.35	37.9	37.9	36.15	3	205	7414	
506022	PRAKASH IND.	B 	Q	42.25	43	41.75	42.3	42.2	42	527	44003	1858787	
506027	BHORUKA ALU.	B 	Q	0.75	0.77	0.68	0.77	0.77	0.7	296	28469	21449	
506041	MAHESH.AGR. 	T 	Q	18	18	18	18	18	18	1	1000	18000	
506074	ARSHYIA INTL	B 	Q	18.55	18.55	17.35	17.5	17.5	18.1	213	36672	644894	
506076	GRIND NORTON	B 	Q	265	266.95	265	265	265	265.9	83	1436	381039	
506105	STANROSE MAF	B 	Q	72.9	72.9	69.4	69.4	69.4	73	5	406	28526	
506109	GENESYS INT.	B 	Q	80.5	83	80.15	81.95	82	79.95	121	3245	264437	
506113	LIFELINE DRU	T 	Q	104.8	104.8	104.8	104.8	104.8	102.75	1	25	2620	
506128	KRISHNA DEEP	T 	Q	52.7	52.7	49	50	51.5	50.2	62	5425	275997	
506146	VISAGAR POL 	T 	Q	79.5	79.5	79.05	79.05	79.05	79.25	26	4022	318049	
506170	HIRAN ORGOCH	B 	Q	0.57	0.57	0.56	0.56	0.56	0.55	214	708555	403801	
506184	KANANI IND  	B 	Q	12.75	15.1	12.75	14.81	14.75	13.03	372	44833	626063	
506186	GALAXY ENTER	T 	Q	9.97	10.01	9.96	9.96	9.96	10.47	4	3448	34421	
506194	ARIH SUPER  	B 	Q	35.8	36.4	35.8	36.25	36.4	35.65	68	10200	368305	
506197	BLISSGVS PH 	B 	Q	41.35	42	40.8	41.3	41.45	41.55	312	20534	850103	
506222	STYROLUTN   	B 	Q	425	428.9	417.05	417.9	417.9	419.95	339	3200	1341941	
506230	ALBR & WILSO	B 	Q	799	799	799	799	799	790	1	12	9588	
506235	ALEMBIC LTD.	B 	Q	15.15	15.39	14.9	14.96	14.96	14.81	231	47300	708668	
506248	AMINES&PLAST	T 	Q	41.3	43.35	41.3	43.35	43.35	43.45	4	150	6197	
506260	ANUH PHARMA 	B 	Q	129	129	125.95	125.95	125.95	127.25	26	1094	137916	
506261	MODISON MET.	B 	Q	29.05	30.95	29.05	30.95	30.95	31	17	2402	73080	
506285	BAYER CROP  	B 	Q	1781.05	1785	1752	1760.4	1752	1772.5	95	61189	108854070	
506315	BORAX MORARJ	B 	Q	13.02	13.02	13.02	13.02	13.02	12.4	1	1	13	
506390	CLARI CHEM  	B 	Q	621.95	625	613	617.3	617.3	618.4	447	4424	2731845	
506395	COROM INTER 	A 	Q	236.8	238.55	232.55	233.75	232.55	239	126	4643	1096453	
506401	DEEPAK NITR.	B 	Q	293.55	300.05	293.55	300.05	300.05	301.25	13	634	188630	
506405	DHARAMSI CHM	B 	Q	9.1	9.1	8.99	8.99	8.99	8.69	7	3250	29327	
506414	DIL LTD     	B 	Q	382	382	382	382	382	386	2	100	38200	
506457	GUJ.CARBON  	B 	Q	0.76	0.82	0.76	0.82	0.82	0.79	3	1004	823	
506480	GULF OIL COR	B 	Q	81.25	88.95	81.2	87.85	87.85	81	2887	183839	15988213	
506522	JL MORISON  	B 	Q	393	393	393	393	393	413.45	1	2	786	
506525	KANORIA CHEM	B 	Q	27	27.5	27	27.2	27.3	26.9	119	6534	178613	
506528	KELTECH EN. 	B 	Q	230	230	230	230	230	230	2	52	11960	
506532	NITTA GELA  	B 	Q	84	84	81.5	82	82.95	82.35	139	3387	279114	
506579	ORIENT.CARB.	B 	Q	134.45	134.5	134.2	134.5	134.5	133	6	575	77305	
506590	PHIL.CARBON 	B 	Q	61.8	63.05	61	61.35	61.35	61.8	772	45830	2833915	
506597	AMAL PRODUCT	B 	Q	12.75	12.75	12.75	12.75	12.75	12.9	2	100	1275	
506615	SUN ASIAN   	B 	Q	492	492	460	490.1	490.1	490.4	598	167887	82318942	
506618	PUN.CHEM    	T 	Q	59.25	59.25	58.1	58.15	58.15	60	8	709	41443	
506640	GUJCHEM DIST	T 	Q	369	369	369	369	369	363	2	30	11070	
506655	SUDARSH.CHEM	B 	Q	415	415	415	415	415	415	15	1296	537840	
506685	ULTRAMARINE 	B 	Q	42.5	44	42.5	43.5	43.5	42.25	12	2793	121302	
506687	TRANSPEK    	B 	Q	97	97	97	97	97	99	3	259	25123	
506690	UNICHEM LAB 	B 	Q	199	199	194.95	196.9	196.9	194.45	368	4888	961939	
506720	ZANDUREALTY 	B 	Q	929.9	995.95	891.7	958.7	958.7	919.25	2635	15359	14855699	
506767	ALKYL AMINES	B 	Q	259	259	257.5	257.8	257.8	252	4	14	3608	
506803	FULFORD (I) 	B 	Q	724.5	733	715	715	715	723	11	141	101395	
506820	ASTRAZEN.PH.	B 	Q	838	842	832.05	834.35	834.35	836.75	150	824	689257	
506822	M.P.POLYPROP	T 	Q	18.75	18.75	18	18.6	18.55	17.9	268	463202	8607771	
506852	PUN.ALKALI  	B 	Q	22.25	22.25	22.15	22.15	22.15	22.25	7	2000	44420	
506854	TANFAC IND. 	B 	Q	7.48	7.48	7.48	7.48	7.48	7.87	1	100	748	
506863	SWADESHI IND	T 	Q	204	208	204	208	208	198.75	34	14053	2897012	
506874	SHREEJAL    	T 	Q	0.69	0.69	0.69	0.69	0.69	0.66	14	3500	2415	
506879	GUJ.THEMIS. 	B 	Q	12.85	12.85	12.8	12.8	12.8	12.25	3	520	6657	
506894	CHEMFAB ALK 	B 	Q	75.5	77	74.6	76.6	76.3	75.5	160	1945	148486	
506910	JAYSN DYEST 	B 	Q	25	25	25	25	25	25.05	2	1000	25000	
506919	MAKERS LAB. 	B 	Q	21.7	21.7	21.7	21.7	21.7	21.5	2	200	4340	
506938	KAPPAC PHAR.	T 	Q	635	635	630	630	630	625	57	67000	42492500	
506943	J.B.CHEMICAL	B 	Q	131.8	133.5	131.3	132.2	132.2	129.25	1785	67305	8910720	
506985	TWILITAKA PH	T 	Q	3.66	4.02	3.66	4.01	4	3.83	69	11800	46799	
506991	NOBLE EXPLO.	B 	Q	0.58	0.58	0.56	0.56	0.56	0.56	2	402	233	
507155	JAGATJIT IND	B 	Q	43.1	44.45	43.1	44	44	44	14	551	24220	
507205	TILAKNAG IND	B 	Q	58.1	58.65	57.8	58.4	58.4	57.75	1220	110949	6459123	
507260	OUDH SUGAR  	B 	Q	17.8	18	17.45	17.7	17.8	18.05	37	271	4774	
507315	SAKTHI SUGAR	B 	Q	15.55	15.9	15.4	15.7	15.8	15.6	79	8747	137457	
507410	WALCHANDNGR 	B 	Q	64.3	68.35	64	67.15	67.15	64.15	3754	284567	19009884	
507435	KHOD.INDIA  	T 	Q	62	62.25	62	62.25	62.25	63.3	2	116	7217	
507438	IFB AGRO    	B 	Q	179.1	180.7	177.8	180.4	180.5	177.65	187	817	146595	
507442	DHARANI SUG 	B 	Q	19.5	20.2	19.5	19.95	20.2	20.05	30	1353	26834	
507446	SIMBH.SUGAR 	B 	Q	14.45	14.45	13.5	13.7	13.7	13.5	8	834	11383	
507458	UNITED BREWE	B 	Q	32.7	37.3	32.4	37.3	37.3	31.1	15183	2323514	83410703	
507488	G.M.BREWERI 	B 	Q	107.8	107.95	105.4	106	106	107.45	254	5362	570437	
507490	RANA SUGARS 	B 	Q	2.6	2.6	2.48	2.49	2.49	2.54	44	21617	54343	
507498	PICCADILY SU	B 	Q	4.28	4.35	4.28	4.35	4.35	4.49	3	100	431	
507508	RIGA SUGAR  	B 	Q	18.25	18.3	17.8	17.8	17.8	17.5	14	168	3020	
507514	SOM DISTILL.	B 	Q	289	292.25	285	290.95	292.25	287.55	587	53309	15311923	
507515	CJ GELATIN  	B 	Q	17.3	17.3	17.3	17.3	17.3	18.16	1	50	865	
507522	MOUNTT SHIV.	B 	Q	18.3	18.3	18.3	18.3	18.3	17.45	4	250	4575	
507525	AMRIT CORP  	B 	Q	330	330	330	330	330	330	1	1	330	
507528	EASTERN SUG.	B 	Q	3.9	4.01	3.7	3.81	3.89	3.8	571	76070	290753	
507552	FOODS & INNS	B 	Q	163.85	163.85	163.85	163.85	163.85	172.45	1	25	4096	
507621	MILKFOOD    	T 	Q	89	91.3	89	91.3	91.3	89.55	9	1005	91726	
507645	POLSON LTD. 	T 	Q	2928.15	2928.15	2928.15	2928.15	2928.15	2987.9	1	1	2928	
507649	RASOI LTD.  	B 	Q	357	357	357	357	357	375	1	1	357	
507652	RATNAMANI   	T 	Q	12.69	12.69	12.69	12.69	12.69	13.35	1	12	152	
507685	WIPRO LTD.  	A 	Q	561.8	562.1	550.9	552.75	552.75	559.05	2340	68519	38051915	
507717	DHAN AGRI   	B 	Q	205.3	207.6	195.7	201.55	201.55	204.3	2121	44028	8910946	
507747	TTK HEALTHCA	B 	Q	541.05	560	535.5	545.15	545.15	542.2	904	11735	6478400	
507753	SREE.RAY.ALK	B 	Q	7.46	7.76	7.46	7.6	7.65	7.52	153	29348	222721	
507759	LIME CHEM.  	T 	Q	4.45	4.45	4.4	4.4	4.4	4.24	5	1350	5982	
507779	KANPUR PLAST	B 	Q	24	24	24	24	24	24.25	2	800	19200	
507789	JAGSON PHAR 	B 	Q	10	10.24	9.45	10.24	10.24	9.76	12	1679	16797	
507794	KHAITAN CHEM	B 	Q	7.35	8.2	7.35	8	8	8.24	7	650	4852	
507813	NATI. OXYGEN	T 	Q	39.25	39.25	39.25	39.25	39.25	39.25	1	100	3925	
507815	GILLETTE (I)	B 	Q	2051.85	2077	2038	2057.8	2067.05	2058.65	325	946	1943802	
507828	ANSAL HOUS. 	B 	Q	19.6	20.75	19.6	20.35	20.35	19.25	537	28101	566745	
507833	COMPUTER PNT	B 	Q	0.67	0.67	0.67	0.67	0.67	0.68	1	150	100	
507836	MAC CHARLES 	T 	Q	92.7	95	92.05	94.5	94.5	90.85	10	510	47407	
507864	PION INVEST 	B 	Q	8.49	8.49	8.49	8.49	8.49	8.09	1	200	1698	
507870	LLOYDS FIN. 	B 	Q	0.41	0.41	0.41	0.41	0.41	0.42	1	1	0	
507878	UNITECH LTD 	A 	Q	15.3	15.85	15.25	15.75	15.75	15.3	5889	4257772	66457684	
507880	VIP INDUS.  	B 	Q	64.5	66.1	64.15	65.3	65.3	64.35	2574	229688	14988621	
507892	WINSOMEDJ   	B 	Q	6.7	6.95	6.65	6.75	6.75	6.66	239	4391	29562	
507912	LKP FIN     	B 	Q	60	60.95	60	60.95	60.95	60	6	237	14244	
507944	BAJAJ STEEL 	B 	Q	106.2	107.65	106.2	107.65	107.65	105.55	10	660	70889	
507960	GUJ.HOTELS  	B 	Q	148	148	145.15	145.15	145.15	148.6	2	100	14543	
508136	BB REALTY   	B 	Q	131	131	131	131	131	130.85	14	1680	220080	
508306	LEDO TEA CO 	B 	Q	81.1	81.1	81.1	81.1	81.1	85	1	180	14598	
508486	HAWKINS COOK	B 	Q	2344	2380	2344	2368	2370	2350.15	163	619	1466564	
508494	WARREN TEA  	B 	Q	281	285	280	285	285	289.8	11	493	140019	
508814	COSMO FILMS 	B 	Q	61.75	63	61.25	61.45	61.45	62.8	145	7503	464840	
508860	DIAMANT     	B 	Q	1.65	1.65	1.65	1.65	1.65	1.63	1	3200	5280	
508869	APOLLO HOSP.	A 	Q	942.65	987	942.65	968	968	945.95	4343	38763	37731606	
508900	ZEN CAPITAL 	T 	Q	182	182.4	182	182.4	182.4	178.85	6	300	54700	
508906	EVEREST INDS	B 	Q	157	158	155.25	157.45	157.45	158.1	156	2450	384552	
508918	GREYCELLS   	B 	Q	10.29	10.29	10.29	10.29	10.29	9.8	1	10	102	
508922	MSR INDIA   	T 	Q	18.3	18.3	18.3	18.3	18.3	17.95	1	50	915	
508939	BLUE CIRCLE 	B 	Q	8.2	8.5	8.2	8.5	8.5	8.1	132	309790	2621601	
508941	PANASON CAR 	B 	Q	141	143	141	143	143	142.4	13	513	73139	
508954	FINKURVE    	T 	Q	136.7	136.7	136.6	136.6	136.6	130.2	4	101	13799	
508969	SULABH ENG. 	B 	Q	206.65	207.7	204.25	205.9	206	205.1	330	55585	11444656	
508976	SPANCO      	B 	Q	7.5	8.05	7.5	7.99	7.99	7.87	12	6220	49706	
508982	LINKSON I   	T 	Q	62	62	62	62	62	59.9	2	400	24800	
508989	NAVNETEDUL  	B 	Q	59.55	60.9	58.75	59.1	59.3	59.4	455	23684	1409604	
508996	SATPROP LTD 	B 	Q	5.71	6.2	5.71	6	6	5.71	118	13790	82983	
508998	STERL INTER 	T 	Q	7.62	7.9	7.46	7.74	7.74	7.78	119	36533	282852	
509009	AUSOM ENT   	B 	Q	9.85	9.85	9.85	9.85	9.85	9.39	1	10	98	
509020	RUCHI INFRA.	B 	Q	14.35	14.5	13.6	13.88	14.5	14.12	14	626	8924	
509048	LANCOR HOLDS	B 	Q	32.5	34	32.5	32.55	32.55	32.55	5	2101	68334	
509051	INDIAN INFO.	B 	Q	24.6	25.25	23.4	23.4	23.4	24.6	462	3001383	70427844	
509053	BANAS FIN.  	T 	Q	43.55	43.65	40	40.5	40.5	41.6	79	44962	1809162	
509055	VISAKA IND. 	B 	Q	78	86.95	78	85	85.05	85	200	2954	250829	
509069	INFOMEDIA   	B 	Q	3.14	3.17	3.1	3.17	3.17	3.02	7	1525	4822	
509073	HATHWAY BHAW	T 	Q	11.28	11.28	11.24	11.24	11.24	10.75	3	70	787	
509077	PRESSMN     	T 	Q	25.35	25.5	24.05	24.8	24.15	24.5	29	4750	115962	
509079	GUFIC BIO SC	B 	Q	5.51	5.51	5.51	5.51	5.51	5.25	1	181	997	
509130	DUNLOP INDIA	T 	Q	8.14	8.14	7.51	7.85	7.85	7.76	135	15227	121252	
509148	GOVIND RUBB.	B 	Q	18.1	18.6	17.8	18.2	18.2	17.9	460	47728	871072	
509152	GRPLTD      	B 	Q	1125	1125	1110	1119.8	1120	1132.5	160	1299	1448195	
509162	INDAG RUBBER	T 	Q	300	300	285.2	285.2	285.2	296.1	11	769	221947	
509220	PTL LTD     	T 	Q	25.6	25.95	25.3	25.9	25.9	25.5	53	2693	69003	
509243	TVS SRICHAKR	B 	Q	275	276.7	267	267.9	267.9	274.3	182	2833	767271	
